crop,state,year,month,season,modal_price,min_price,max_price
Ladies Finger,Tamil Nadu,2020,5,Zaid,1350,1150,1600
Ladies Finger,Tamil Nadu,2020,6,Kharif,1400,1200,1600
Ladies Finger,Tamil Nadu,2020,7,Kharif,1750,1600,2100
Ladies Finger,Tamil Nadu,2020,8,Kharif,1600,1400,1900
Ladies Finger,Tamil Nadu,2021,4,Zaid,1550,1400,1850
Ladies Finger,Tamil Nadu,2021,5,Zaid,1700,1500,1950
Ladies Finger,Tamil Nadu,2021,6,Kharif,1850,1700,2100
Ladies Finger,Tamil Nadu,2021,7,Kharif,1600,1400,1850
Ladies Finger,Tamil Nadu,2021,8,Kharif,1450,1350,1650
Ladies Finger,Tamil Nadu,2022,4,Zaid,1500,1300,1800
Ladies Finger,Tamil Nadu,2022,5,Zaid,1950,1800,2300
Ladies Finger,Tamil Nadu,2022,6,Kharif,1800,1550,2150
Ladies Finger,Tamil Nadu,2022,7,Kharif,1550,1400,1900
Ladies Finger,Tamil Nadu,2022,8,Kharif,1950,1800,2200
Ladies Finger,Tamil Nadu,2023,4,Zaid,1950,1700,2200
Ladies Finger,Tamil Nadu,2023,5,Zaid,1950,1800,2350
Ladies Finger,Tamil Nadu,2023,6,Kharif,1550,1350,1800
Ladies Finger,Tamil Nadu,2023,7,Kharif,2000,1800,2350
Ladies Finger,Tamil Nadu,2023,8,Kharif,1600,1450,1950
Ladies Finger,Telangana,2020,4,Zaid,1450,1250,1750
Ladies Finger,Telangana,2020,5,Zaid,1350,1200,1500
Ladies Finger,Telangana,2020,6,Kharif,1500,1300,1800
Ladies Finger,Telangana,2020,7,Kharif,1450,1250,1650
Ladies Finger,Telangana,2020,8,Kharif,1450,1250,1650
Ladies Finger,Telangana,2021,4,Zaid,1700,1550,2050
Ladies Finger,Telangana,2021,5,Zaid,1450,1300,1700
Ladies Finger,Telangana,2021,6,Kharif,1700,1500,1950
Ladies Finger,Telangana,2021,7,Kharif,1750,1600,2000
Ladies Finger,Telangana,2021,8,Kharif,1550,1300,1800
Ladies Finger,Telangana,2022,4,Zaid,1850,1600,2050
Ladies Finger,Telangana,2022,5,Zaid,1700,1500,1900
Ladies Finger,Telangana,2022,6,Kharif,1750,1600,1950
Ladies Finger,Telangana,2022,7,Kharif,1500,1350,1750
Ladies Finger,Telangana,2022,8,Kharif,1850,1650,2100
Ladies Finger,Telangana,2023,4,Zaid,1600,1350,1850
Ladies Finger,Telangana,2023,5,Zaid,1850,1700,2200
Ladies Finger,Telangana,2023,6,Kharif,1900,1650,2250
Ladies Finger,Telangana,2023,7,Kharif,1550,1350,1750
Ladies Finger,Telangana,2023,8,Kharif,1700,1550,2000
Ladies Finger,Tripura,2020,4,Zaid,1400,1250,1600
Ladies Finger,Tripura,2020,5,Zaid,1450,1300,1700
Ladies Finger,Tripura,2020,6,Kharif,1250,1100,1400
Ladies Finger,Tripura,2020,7,Kharif,1400,1200,1700
Ladies Finger,Tripura,2020,8,Kharif,1250,1100,1400
Ladies Finger,Tripura,2021,4,Zaid,1650,1500,1850
Ladies Finger,Tripura,2021,5,Zaid,1500,1300,1750
Ladies Finger,Tripura,2021,6,Kharif,1350,1250,1650
Ladies Finger,Tripura,2021,7,Kharif,1550,1350,1850
Ladies Finger,Tripura,2021,8,Kharif,1600,1450,1800
Ladies Finger,Tripura,2022,4,Zaid,1400,1200,1650
Ladies Finger,Tripura,2022,5,Zaid,1800,1550,2000
Ladies Finger,Tripura,2022,6,Kharif,1500,1350,1700
Ladies Finger,Tripura,2022,7,Kharif,1550,1400,1800
Ladies Finger,Tripura,2022,8,Kharif,1650,1400,1950
Ladies Finger,Tripura,2023,4,Zaid,1450,1300,1650
Ladies Finger,Tripura,2023,5,Zaid,1600,1450,1800
Ladies Finger,Tripura,2023,6,Kharif,1400,1250,1550
Ladies Finger,Tripura,2023,7,Kharif,1750,1600,2000
Ladies Finger,Tripura,2023,8,Kharif,1800,1600,2150
Ladies Finger,Uttar Pradesh,2020,4,Zaid,1500,1400,1750
Ladies Finger,Uttar Pradesh,2020,5,Zaid,1550,1300,1700
Ladies Finger,Uttar Pradesh,2020,6,Kharif,1600,1400,1800
Ladies Finger,Uttar Pradesh,2020,7,Kharif,1550,1400,1850
Ladies Finger,Uttar Pradesh,2020,8,Kharif,1300,1100,1550
Ladies Finger,Uttar Pradesh,2021,4,Zaid,1650,1500,2000
Ladies Finger,Uttar Pradesh,2021,5,Zaid,1350,1150,1550
Ladies Finger,Uttar Pradesh,2021,6,Kharif,1550,1350,1850
Ladies Finger,Uttar Pradesh,2021,7,Kharif,1500,1350,1750
Ladies Finger,Uttar Pradesh,2021,8,Kharif,1350,1250,1600
Ladies Finger,Uttar Pradesh,2022,4,Zaid,1550,1350,1800
Ladies Finger,Uttar Pradesh,2022,5,Zaid,1600,1450,1800
Ladies Finger,Uttar Pradesh,2022,6,Kharif,1600,1450,1950
Ladies Finger,Uttar Pradesh,2022,7,Kharif,1850,1700,2250
Ladies Finger,Uttar Pradesh,2022,8,Kharif,1550,1350,1850
Ladies Finger,Uttar Pradesh,2023,4,Zaid,1700,1450,2050
Ladies Finger,Uttar Pradesh,2023,5,Zaid,1500,1300,1700
Ladies Finger,Uttar Pradesh,2023,6,Kharif,1550,1350,1900
Ladies Finger,Uttar Pradesh,2023,7,Kharif,1500,1350,1750
Ladies Finger,Uttar Pradesh,2023,8,Kharif,1750,1500,2000
Ladies Finger,Uttarakhand,2020,4,Zaid,1300,1150,1450
Ladies Finger,Uttarakhand,2020,5,Zaid,1500,1300,1750
Ladies Finger,Uttarakhand,2020,6,Kharif,1600,1450,1850
Ladies Finger,Uttarakhand,2020,7,Kharif,1600,1400,1950
Ladies Finger,Uttarakhand,2020,8,Kharif,1300,1200,1500
Ladies Finger,Uttarakhand,2021,4,Zaid,1600,1450,1950
Ladies Finger,Uttarakhand,2021,5,Zaid,1550,1300,1850
Ladies Finger,Uttarakhand,2021,6,Kharif,1500,1350,1750
Ladies Finger,Uttarakhand,2021,7,Kharif,1700,1500,2050
Ladies Finger,Uttarakhand,2021,8,Kharif,1450,1300,1750
Ladies Finger,Uttarakhand,2022,4,Zaid,1500,1300,1700
Ladies Finger,Uttarakhand,2022,5,Zaid,1650,1450,2000
Ladies Finger,Uttarakhand,2022,6,Kharif,1500,1400,1700
Ladies Finger,Uttarakhand,2022,7,Kharif,1750,1550,2000
Ladies Finger,Uttarakhand,2022,8,Kharif,1850,1600,2100
Ladies Finger,Uttarakhand,2023,4,Zaid,1500,1300,1700
Ladies Finger,Uttarakhand,2023,5,Zaid,1800,1600,2050
Ladies Finger,Uttarakhand,2023,6,Kharif,1600,1350,1850
Ladies Finger,Uttarakhand,2023,7,Kharif,1700,1500,1950
Ladies Finger,Uttarakhand,2023,8,Kharif,1950,1650,2300
Ladies Finger,West Bengal,2020,4,Zaid,1300,1200,1600
Ladies Finger,West Bengal,2020,5,Zaid,1300,1100,1550
Ladies Finger,West Bengal,2020,6,Kharif,1250,1100,1500
Ladies Finger,West Bengal,2020,7,Kharif,1250,1100,1450
Ladies Finger,West Bengal,2020,8,Kharif,1450,1300,1650
Ladies Finger,West Bengal,2021,4,Zaid,1450,1250,1650
Ladies Finger,West Bengal,2021,5,Zaid,1700,1450,2000
Ladies Finger,West Bengal,2021,6,Kharif,1650,1450,1950
Ladies Finger,West Bengal,2021,7,Kharif,1500,1350,1750
Ladies Finger,West Bengal,2021,8,Kharif,1450,1250,1650
Ladies Finger,West Bengal,2022,4,Zaid,1500,1350,1800
Ladies Finger,West Bengal,2022,5,Zaid,1550,1300,1900
Ladies Finger,West Bengal,2022,6,Kharif,1550,1350,1850
Ladies Finger,West Bengal,2022,7,Kharif,1450,1300,1650
Ladies Finger,West Bengal,2022,8,Kharif,1800,1650,2100
Ladies Finger,West Bengal,2023,4,Zaid,1700,1450,2000
Ladies Finger,West Bengal,2023,5,Zaid,1850,1700,2200
Ladies Finger,West Bengal,2023,6,Kharif,1800,1600,2100
Ladies Finger,West Bengal,2023,7,Kharif,1700,1500,2050
Ladies Finger,West Bengal,2023,8,Kharif,1800,1650,2200
Maize,Andhra Pradesh,2020,1,Rabi,1300,1200,1500
Maize,Andhra Pradesh,2020,2,Rabi,1350,1200,1600
Maize,Andhra Pradesh,2020,3,Rabi,1350,1200,1600
Maize,Andhra Pradesh,2020,6,Kharif,1400,1250,1600
Maize,Andhra Pradesh,2020,7,Kharif,1300,1150,1550
Maize,Andhra Pradesh,2020,8,Kharif,1350,1250,1500
Maize,Andhra Pradesh,2020,9,Kharif,1450,1300,1650
Maize,Andhra Pradesh,2021,1,Rabi,1400,1300,1700
Maize,Andhra Pradesh,2021,2,Rabi,1300,1150,1500
Maize,Andhra Pradesh,2021,3,Rabi,1350,1200,1650
Maize,Andhra Pradesh,2021,6,Kharif,1350,1200,1550
Maize,Andhra Pradesh,2021,7,Kharif,1450,1300,1650
Maize,Andhra Pradesh,2021,8,Kharif,1400,1250,1700
Maize,Andhra Pradesh,2021,9,Kharif,1350,1200,1600
Maize,Andhra Pradesh,2022,1,Rabi,1500,1350,1700
Maize,Andhra Pradesh,2022,2,Rabi,1500,1350,1700
Maize,Andhra Pradesh,2022,3,Rabi,1400,1250,1600
Maize,Andhra Pradesh,2022,6,Kharif,1500,1350,1700
Maize,Andhra Pradesh,2022,7,Kharif,1450,1300,1700
Maize,Andhra Pradesh,2022,8,Kharif,1600,1400,1900
Maize,Andhra Pradesh,2022,9,Kharif,1450,1300,1750
Maize,Andhra Pradesh,2023,1,Rabi,1500,1300,1700
Maize,Andhra Pradesh,2023,2,Rabi,1550,1350,1850
Maize,Andhra Pradesh,2023,3,Rabi,1650,1400,1850
Maize,Andhra Pradesh,2023,6,Kharif,1500,1400,1800
Maize,Andhra Pradesh,2023,7,Kharif,1600,1400,1800
Maize,Andhra Pradesh,2023,8,Kharif,1600,1450,1900
Maize,Andhra Pradesh,2023,9,Kharif,1650,1500,1950
Maize,Assam,2020,1,Rabi,1400,1200,1650
Maize,Assam,2020,2,Rabi,1350,1200,1550
Maize,Assam,2020,3,Rabi,1300,1100,1500
Maize,Assam,2020,6,Kharif,1450,1300,1650
Maize,Assam,2020,7,Kharif,1350,1150,1600
Maize,Assam,2020,8,Kharif,1300,1150,1550
Maize,Assam,2020,9,Kharif,1250,1100,1500
Maize,Assam,2021,1,Rabi,1300,1150,1450
Maize,Assam,2021,2,Rabi,1400,1200,1650
Maize,Assam,2021,3,Rabi,1450,1250,1750
Maize,Assam,2021,6,Kharif,1450,1250,1650
Maize,Assam,2021,7,Kharif,1350,1200,1600
Maize,Assam,2021,8,Kharif,1350,1200,1550
Maize,Assam,2021,9,Kharif,1400,1250,1650
Maize,Assam,2022,1,Rabi,1400,1300,1600
Maize,Assam,2022,2,Rabi,1400,1250,1700
Maize,Assam,2022,3,Rabi,1550,1400,1900
Maize,Assam,2022,6,Kharif,1550,1350,1800
Maize,Assam,2022,7,Kharif,1600,1400,1950
Maize,Assam,2022,8,Kharif,1350,1200,1600
Maize,Assam,2022,9,Kharif,1500,1350,1700
Maize,Assam,2023,1,Rabi,1650,1500,1950
Maize,Assam,2023,2,Rabi,1450,1250,1750
Maize,Assam,2023,3,Rabi,1650,1500,1850
Maize,Assam,2023,6,Kharif,1650,1450,1850
Maize,Assam,2023,7,Kharif,1450,1350,1600
Maize,Assam,2023,8,Kharif,1550,1400,1850
Maize,Assam,2023,9,Kharif,1650,1400,1900
Maize,Bihar,2020,1,Rabi,1300,1100,1550
Maize,Bihar,2020,2,Rabi,1200,1050,1400
Maize,Bihar,2020,3,Rabi,1200,1100,1350
Maize,Bihar,2020,6,Kharif,1350,1250,1600
Maize,Bihar,2020,7,Kharif,1350,1150,1600
Maize,Bihar,2020,8,Kharif,1250,1150,1500
Maize,Bihar,2020,9,Kharif,1250,1150,1450
Maize,Bihar,2021,1,Rabi,1400,1250,1700
Maize,Bihar,2021,2,Rabi,1350,1250,1550
Maize,Bihar,2021,3,Rabi,1400,1250,1600
Maize,Bihar,2021,6,Kharif,1450,1350,1700
Maize,Bihar,2021,7,Kharif,1250,1100,1450
Maize,Bihar,2021,8,Kharif,1450,1300,1700
Maize,Bihar,2021,9,Kharif,1300,1100,1550
Maize,Bihar,2022,1,Rabi,1400,1250,1600
Maize,Bihar,2022,2,Rabi,1450,1350,1700
Maize,Bihar,2022,3,Rabi,1400,1300,1650
Maize,Bihar,2022,6,Kharif,1350,1250,1600
Maize,Bihar,2022,7,Kharif,1450,1300,1650
Maize,Bihar,2022,8,Kharif,1400,1250,1600
Maize,Bihar,2022,9,Kharif,1350,1200,1550
Maize,Bihar,2023,1,Rabi,1400,1200,1650
Maize,Bihar,2023,2,Rabi,1400,1200,1600
Maize,Bihar,2023,3,Rabi,1450,1300,1700
Maize,Bihar,2023,6,Kharif,1550,1400,1900
Maize,Bihar,2023,7,Kharif,1600,1400,1950
Maize,Bihar,2023,8,Kharif,1450,1250,1650
Maize,Bihar,2023,9,Kharif,1450,1250,1600
Maize,Chhattisgarh,2020,1,Rabi,1350,1200,1550
Maize,Chhattisgarh,2020,2,Rabi,1250,1150,1400
Maize,Chhattisgarh,2020,3,Rabi,1350,1150,1650
Maize,Chhattisgarh,2020,6,Kharif,1350,1200,1600
Maize,Chhattisgarh,2020,7,Kharif,1400,1250,1650
Maize,Chhattisgarh,2020,8,Kharif,1300,1100,1450
Maize,Chhattisgarh,2020,9,Kharif,1200,1100,1450
Maize,Chhattisgarh,2021,1,Rabi,1400,1250,1700
Maize,Chhattisgarh,2021,2,Rabi,1450,1300,1650
Maize,Chhattisgarh,2021,3,Rabi,1450,1250,1700
Maize,Chhattisgarh,2021,6,Kharif,1500,1350,1700
Maize,Chhattisgarh,2021,7,Kharif,1400,1250,1700
Maize,Chhattisgarh,2021,8,Kharif,1500,1400,1700
Maize,Chhattisgarh,2021,9,Kharif,1400,1250,1700
Maize,Chhattisgarh,2022,1,Rabi,1500,1300,1750
Maize,Chhattisgarh,2022,2,Rabi,1550,1400,1850
Maize,Chhattisgarh,2022,3,Rabi,1500,1350,1800
Maize,Chhattisgarh,2022,6,Kharif,1400,1300,1650
Maize,Chhattisgarh,2022,7,Kharif,1500,1300,1800
Maize,Chhattisgarh,2022,8,Kharif,1400,1250,1600
Maize,Chhattisgarh,2022,9,Kharif,1500,1350,1750
Maize,Chhattisgarh,2023,1,Rabi,1600,1400,1800
Maize,Chhattisgarh,2023,2,Rabi,1450,1250,1700
Maize,Chhattisgarh,2023,3,Rabi,1500,1350,1800
Maize,Chhattisgarh,2023,6,Kharif,1450,1250,1600
Maize,Chhattisgarh,2023,7,Kharif,1500,1350,1800
Maize,Chhattisgarh,2023,8,Kharif,1550,1350,1800
Maize,Chhattisgarh,2023,9,Kharif,1600,1400,1800
Maize,Goa,2020,1,Rabi,1550,1350,1850
Maize,Goa,2020,2,Rabi,1450,1300,1750
Maize,Goa,2020,3,Rabi,1650,1500,1850
Maize,Goa,2020,6,Kharif,1550,1400,1800
Maize,Goa,2020,7,Kharif,1500,1350,1700
Maize,Goa,2020,8,Kharif,1550,1350,1850
Maize,Goa,2020,9,Kharif,1400,1300,1700
Maize,Goa,2021,1,Rabi,1550,1350,1850
Maize,Goa,2021,2,Rabi,1550,1400,1850
Maize,Goa,2021,3,Rabi,1650,1450,1950
Maize,Goa,2021,6,Kharif,1750,1600,2050
Maize,Goa,2021,7,Kharif,1700,1450,2050
Maize,Goa,2021,8,Kharif,1700,1550,2050
Maize,Goa,2021,9,Kharif,1650,1500,1850
Maize,Goa,2022,1,Rabi,1650,1500,1950
Maize,Goa,2022,2,Rabi,1750,1500,2000
Maize,Goa,2022,3,Rabi,1800,1650,2100
Maize,Goa,2022,6,Kharif,1650,1400,1900
Maize,Goa,2022,7,Kharif,1700,1500,1950
Maize,Goa,2022,8,Kharif,1600,1450,1900
Maize,Goa,2022,9,Kharif,1800,1600,2100
Maize,Goa,2023,1,Rabi,1750,1550,2050
Maize,Goa,2023,2,Rabi,1750,1500,2100
Maize,Goa,2023,3,Rabi,1700,1500,2050
Maize,Goa,2023,6,Kharif,1750,1550,2050
Maize,Goa,2023,7,Kharif,1650,1450,1850
Maize,Goa,2023,8,Kharif,1900,1700,2250
Maize,Goa,2023,9,Kharif,1800,1600,2150
Maize,Gujarat,2020,1,Rabi,1550,1450,1800
Maize,Gujarat,2020,2,Rabi,1450,1250,1700
Maize,Gujarat,2020,3,Rabi,1450,1300,1650
Maize,Gujarat,2020,6,Kharif,1400,1300,1700
Maize,Gujarat,2020,7,Kharif,1350,1200,1600
Maize,Gujarat,2020,8,Kharif,1300,1150,1500
Maize,Gujarat,2020,9,Kharif,1400,1300,1650
Maize,Gujarat,2021,1,Rabi,1550,1400,1900
Maize,Gujarat,2021,2,Rabi,1500,1400,1700
Maize,Gujarat,2021,3,Rabi,1500,1400,1800
Maize,Gujarat,2021,6,Kharif,1450,1250,1600
Maize,Gujarat,2021,7,Kharif,1500,1300,1800
Maize,Gujarat,2021,8,Kharif,1600,1350,1850
Maize,Gujarat,2021,9,Kharif,1550,1400,1800
Maize,Gujarat,2022,1,Rabi,1550,1400,1800
Maize,Gujarat,2022,2,Rabi,1500,1300,1800
Maize,Gujarat,2022,3,Rabi,1550,1400,1850
Maize,Gujarat,2022,6,Kharif,1600,1450,1850
Maize,Gujarat,2022,7,Kharif,1550,1350,1750
Maize,Gujarat,2022,8,Kharif,1550,1350,1750
Maize,Gujarat,2022,9,Kharif,1700,1500,2050
Maize,Gujarat,2023,1,Rabi,1550,1300,1750
Maize,Gujarat,2023,2,Rabi,1600,1400,1900
Maize,Gujarat,2023,3,Rabi,1600,1450,1900
Maize,Gujarat,2023,6,Kharif,1650,1450,1850
Maize,Gujarat,2023,7,Kharif,1600,1350,1900
Maize,Gujarat,2023,8,Kharif,1750,1550,2100
Maize,Gujarat,2023,9,Kharif,1500,1300,1750
Maize,Haryana,2020,1,Rabi,1400,1250,1700
Maize,Haryana,2020,2,Rabi,1500,1400,1750
Maize,Haryana,2020,3,Rabi,1350,1150,1650
Maize,Haryana,2020,6,Kharif,1500,1300,1750
Maize,Haryana,2020,7,Kharif,1350,1200,1550
Maize,Haryana,2020,8,Kharif,1400,1200,1550
Maize,Haryana,2020,9,Kharif,1450,1300,1650
Maize,Haryana,2021,1,Rabi,1400,1250,1600
Maize,Haryana,2021,2,Rabi,1600,1450,1850
Maize,Haryana,2021,3,Rabi,1550,1400,1800
Maize,Haryana,2021,6,Kharif,1550,1350,1850
Maize,Haryana,2021,7,Kharif,1450,1250,1650
Maize,Haryana,2021,8,Kharif,1500,1350,1800
Maize,Haryana,2021,9,Kharif,1400,1250,1550
Maize,Haryana,2022,1,Rabi,1500,1350,1700
Maize,Haryana,2022,2,Rabi,1550,1400,1850
Maize,Haryana,2022,3,Rabi,1600,1400,1900
Maize,Haryana,2022,6,Kharif,1500,1400,1750
Maize,Haryana,2022,7,Kharif,1600,1400,1800
Maize,Haryana,2022,8,Kharif,1550,1350,1900
Maize,Haryana,2022,9,Kharif,1700,1550,2050
Maize,Haryana,2023,1,Rabi,1600,1500,1950
Maize,Haryana,2023,2,Rabi,1600,1400,1950
Maize,Haryana,2023,3,Rabi,1650,1500,1900
Maize,Haryana,2023,6,Kharif,1700,1500,1900
Maize,Haryana,2023,7,Kharif,1700,1550,1900
Maize,Haryana,2023,8,Kharif,1700,1500,2000
Maize,Haryana,2023,9,Kharif,1700,1450,2050
Maize,Himachal Pradesh,2020,1,Rabi,1550,1300,1750
Maize,Himachal Pradesh,2020,2,Rabi,1450,1300,1600
Maize,Himachal Pradesh,2020,3,Rabi,1500,1300,1800
Maize,Himachal Pradesh,2020,6,Kharif,1550,1400,1900
Maize,Himachal Pradesh,2020,7,Kharif,1450,1350,1600
Maize,Himachal Pradesh,2020,8,Kharif,1400,1200,1650
Maize,Himachal Pradesh,2020,9,Kharif,1550,1350,1750
Maize,Himachal Pradesh,2021,1,Rabi,1550,1300,1850
Maize,Himachal Pradesh,2021,2,Rabi,1650,1450,1950
Maize,Himachal Pradesh,2021,3,Rabi,1550,1350,1850
Maize,Himachal Pradesh,2021,6,Kharif,1600,1450,1850
Maize,Himachal Pradesh,2021,7,Kharif,1500,1300,1750
Maize,Himachal Pradesh,2021,8,Kharif,1550,1400,1800
Maize,Himachal Pradesh,2021,9,Kharif,1450,1300,1700
Maize,Himachal Pradesh,2022,1,Rabi,1500,1300,1800
Maize,Himachal Pradesh,2022,2,Rabi,1550,1350,1750
Maize,Himachal Pradesh,2022,3,Rabi,1600,1400,1800
Maize,Himachal Pradesh,2022,6,Kharif,1500,1350,1700
Maize,Himachal Pradesh,2022,7,Kharif,1600,1450,1900
Maize,Himachal Pradesh,2022,8,Kharif,1550,1350,1800
Maize,Himachal Pradesh,2022,9,Kharif,1600,1450,1800
Maize,Himachal Pradesh,2023,1,Rabi,1650,1450,2000
Maize,Himachal Pradesh,2023,2,Rabi,1800,1600,2150
Maize,Himachal Pradesh,2023,3,Rabi,1650,1500,1900
Maize,Himachal Pradesh,2023,6,Kharif,1700,1550,2000
Maize,Himachal Pradesh,2023,7,Kharif,1600,1450,1950
Maize,Himachal Pradesh,2023,8,Kharif,1700,1500,1950
Maize,Himachal Pradesh,2023,9,Kharif,1800,1600,2150
Maize,Jammu & Kashmir,2020,1,Rabi,1450,1300,1750
Maize,Jammu & Kashmir,2020,2,Rabi,1450,1350,1600
Maize,Jammu & Kashmir,2020,3,Rabi,1450,1300,1750
Maize,Jammu & Kashmir,2020,6,Kharif,1450,1300,1650
Maize,Jammu & Kashmir,2020,7,Kharif,1400,1200,1600
Maize,Jammu & Kashmir,2020,8,Kharif,1550,1350,1900
Maize,Jammu & Kashmir,2020,9,Kharif,1400,1300,1550
Maize,Jammu & Kashmir,2021,1,Rabi,1600,1450,1850
Maize,Jammu & Kashmir,2021,2,Rabi,1550,1350,1800
Maize,Jammu & Kashmir,2021,3,Rabi,1550,1400,1800
Maize,Jammu & Kashmir,2021,6,Kharif,1600,1400,1950
Maize,Jammu & Kashmir,2021,7,Kharif,1500,1350,1800
Maize,Jammu & Kashmir,2021,8,Kharif,1600,1450,1900
Maize,Jammu & Kashmir,2021,9,Kharif,1700,1450,2050
Maize,Jammu & Kashmir,2022,1,Rabi,1600,1350,1800
Maize,Jammu & Kashmir,2022,2,Rabi,1550,1450,1750
Maize,Jammu & Kashmir,2022,3,Rabi,1800,1600,2200
Maize,Jammu & Kashmir,2022,6,Kharif,1700,1550,2000
Maize,Jammu & Kashmir,2022,7,Kharif,1600,1400,1800
Maize,Jammu & Kashmir,2022,8,Kharif,1600,1400,1900
Maize,Jammu & Kashmir,2022,9,Kharif,1550,1400,1800
Maize,Jammu & Kashmir,2023,1,Rabi,1800,1550,2150
Maize,Jammu & Kashmir,2023,2,Rabi,1800,1550,2150
Maize,Jammu & Kashmir,2023,3,Rabi,1900,1650,2100
Maize,Jammu & Kashmir,2023,6,Kharif,1850,1600,2150
Maize,Jammu & Kashmir,2023,7,Kharif,1700,1450,1950
Maize,Jammu & Kashmir,2023,8,Kharif,1700,1550,2050
Maize,Jammu & Kashmir,2023,9,Kharif,1650,1400,2000
Maize,Jharkhand,2020,1,Rabi,1300,1150,1500
Maize,Jharkhand,2020,2,Rabi,1300,1100,1550
Maize,Jharkhand,2020,3,Rabi,1250,1100,1500
Maize,Jharkhand,2020,6,Kharif,1200,1100,1450
Maize,Jharkhand,2020,7,Kharif,1250,1100,1450
Maize,Jharkhand,2020,8,Kharif,1250,1100,1450
Maize,Jharkhand,2020,9,Kharif,1350,1200,1600
Maize,Jharkhand,2021,1,Rabi,1250,1100,1400
Maize,Jharkhand,2021,2,Rabi,1200,1000,1400
Maize,Jharkhand,2021,3,Rabi,1300,1100,1550
Maize,Jharkhand,2021,6,Kharif,1350,1250,1600
Maize,Jharkhand,2021,7,Kharif,1200,1100,1350
Maize,Jharkhand,2021,8,Kharif,1400,1200,1700
Maize,Jharkhand,2021,9,Kharif,1300,1100,1500
Maize,Jharkhand,2022,1,Rabi,1450,1300,1650
Maize,Jharkhand,2022,2,Rabi,1350,1250,1550
Maize,Jharkhand,2022,3,Rabi,1300,1100,1450
Maize,Jharkhand,2022,6,Kharif,1500,1350,1750
Maize,Jharkhand,2022,7,Kharif,1350,1200,1600
Maize,Jharkhand,2022,8,Kharif,1300,1150,1600
Maize,Jharkhand,2022,9,Kharif,1300,1150,1500
Maize,Jharkhand,2023,1,Rabi,1450,1300,1700
Maize,Jharkhand,2023,2,Rabi,1350,1200,1600
Maize,Jharkhand,2023,3,Rabi,1350,1150,1550
Maize,Jharkhand,2023,6,Kharif,1350,1200,1600
Maize,Jharkhand,2023,7,Kharif,1550,1350,1750
Maize,Jharkhand,2023,8,Kharif,1450,1350,1650
Maize,Jharkhand,2023,9,Kharif,1500,1300,1650
Maize,Karnataka,2020,1,Rabi,1250,1150,1500
Maize,Karnataka,2020,2,Rabi,1350,1250,1500
Maize,Karnataka,2020,3,Rabi,1350,1250,1550
Maize,Karnataka,2020,6,Kharif,1250,1150,1450
Maize,Karnataka,2020,7,Kharif,1300,1150,1500
Maize,Karnataka,2020,8,Kharif,1250,1100,1500
Maize,Karnataka,2020,9,Kharif,1300,1100,1500
Maize,Karnataka,2021,1,Rabi,1550,1400,1900
Maize,Karnataka,2021,2,Rabi,1500,1300,1850
Maize,Karnataka,2021,3,Rabi,1350,1250,1550
Maize,Karnataka,2021,6,Kharif,1400,1200,1700
Maize,Karnataka,2021,7,Kharif,1450,1250,1650
Maize,Karnataka,2021,8,Kharif,1400,1250,1550
Maize,Karnataka,2021,9,Kharif,1500,1300,1750
Maize,Karnataka,2022,1,Rabi,1600,1400,1800
Maize,Karnataka,2022,2,Rabi,1450,1350,1700
Maize,Karnataka,2022,3,Rabi,1400,1200,1650
Maize,Karnataka,2022,6,Kharif,1550,1450,1800
Maize,Karnataka,2022,7,Kharif,1450,1350,1650
Maize,Karnataka,2022,8,Kharif,1550,1350,1850
Maize,Karnataka,2022,9,Kharif,1600,1450,1950
Maize,Karnataka,2023,1,Rabi,1600,1450,1800
Maize,Karnataka,2023,2,Rabi,1650,1500,1900
Maize,Karnataka,2023,3,Rabi,1650,1450,1950
Maize,Karnataka,2023,6,Kharif,1600,1400,1850
Maize,Karnataka,2023,7,Kharif,1450,1300,1600
Maize,Karnataka,2023,8,Kharif,1700,1550,2000
Maize,Karnataka,2023,9,Kharif,1650,1450,2000
Maize,Kerala,2020,1,Rabi,1450,1250,1650
Maize,Kerala,2020,2,Rabi,1400,1300,1600
Maize,Kerala,2020,3,Rabi,1500,1300,1750
Maize,Kerala,2020,6,Kharif,1550,1350,1800
Maize,Kerala,2020,7,Kharif,1550,1400,1750
Maize,Kerala,2020,8,Kharif,1500,1350,1700
Maize,Kerala,2020,9,Kharif,1500,1350,1800
Maize,Kerala,2021,1,Rabi,1550,1350,1850
Maize,Kerala,2021,2,Rabi,1650,1400,2000
Maize,Kerala,2021,3,Rabi,1400,1300,1650
Maize,Kerala,2021,6,Kharif,1500,1350,1750
Maize,Kerala,2021,7,Kharif,1500,1300,1750
Maize,Kerala,2021,8,Kharif,1500,1350,1800
Maize,Kerala,2021,9,Kharif,1400,1250,1600
Maize,Kerala,2022,1,Rabi,1600,1400,1950
Maize,Kerala,2022,2,Rabi,1700,1500,1900
Maize,Kerala,2022,3,Rabi,1500,1350,1850
Maize,Kerala,2022,6,Kharif,1550,1400,1750
Maize,Kerala,2022,7,Kharif,1700,1500,2050
Maize,Kerala,2022,8,Kharif,1600,1400,1850
Maize,Kerala,2022,9,Kharif,1650,1450,1950
Maize,Kerala,2023,1,Rabi,1600,1400,1850
Maize,Kerala,2023,2,Rabi,1600,1450,1850
Maize,Kerala,2023,3,Rabi,1750,1500,2000
